32.0058	0.9	24.0	1
88.4174	0.92	18.3	1
176.0348	0.9	23.4	1
288.058	0.9	18.3	1
425.28700000000003	0.87	18.9	1
586.9885	0.88	19.1	1
779.7625	0.83	23.3	1
1017.7423000000001	0.78	33.9	1
1288.5279	0.91	24.6	1
1587.8526000000002	0.86	21.4	1
1930.9164	0.8	32.8	1
2301.186	0.87	20.4	1
2703.3281	0.81	23.9	1
3166.2760000000003	0.65	45.6	1
3663.6297000000004	0.92	25.8	1
4196.3225	0.87	26.5	1
4761.2878	0.93	24.2	1
5357.1921999999995	0.78	23.2	1
5979.502399999999	0.87	19.8	1
6646.618399999999	0.78	33.6	1
7355.606899999999	0.82	31.4	1
8096.734499999999	0.88	24.1	1
8875.334599999998	0.86	28.1	1
9693.807199999997	0.7	29.9	1
10553.618899999998	0.82	31.0	1
11439.836399999998	0.9	19.8	1
12362.592999999999	0.87	27.4	1
13329.088699999998	0.8	32.8	1
14352.590199999999	0.66	43.5	1
15459.030799999999	0.53	62.2	1
