1.8734000000000002	0.29	0.7	1
5.6202000000000005	0.25	0.7	1
11.240400000000001	0.26	0.7	1
15.734000000000002	0.25	0.7	1
22.101	0.26	0.7	1
30.3414	0.27	0.7	1
40.4552	0.25	0.7	1
51.4424	0.24	0.7	1
64.303	0.25	0.7	1
79.03699999999999	0.29	0.7	1
95.37769999999999	0.26	0.6	1
113.59179999999999	0.26	0.7	1
133.67929999999998	0.26	0.7	1
155.6402	0.27	0.7	1
179.47449999999998	0.26	0.7	1
205.18219999999997	0.23	0.7	1
232.76329999999996	0.25	0.7	1
262.21779999999995	0.26	0.7	1
292.54569999999995	0.25	0.7	1
324.74699999999996	0.25	0.7	1
358.82169999999996	0.24	0.7	1
394.7698	0.23	0.7	1
432.5913	0.25	0.7	1
472.2862	0.27	0.7	1
513.8545	0.26	0.7	1
