1.8667	0.43	0.7	1
5.6001	0.39	0.7	1
10.9335	0.56	0.6	1
18.1336	0.41	0.7	1
27.200400000000002	0.38	0.7	1
38.133900000000004	0.44	0.7	1
50.9341	0.38	0.7	1
65.601	0.39	0.7	1
81.6012	0.49	0.5	1
98.4681	0.45	0.7	1
116.66830000000002	0.52	0.5	1
136.73520000000002	0.39	0.7	1
158.40210000000002	0.39	0.6	1
181.669	0.44	0.6	1
206.53590000000003	0.45	0.6	1
233.26950000000002	0.43	0.7	1
261.60310000000004	0.44	0.6	1
291.53670000000005	0.43	0.6	1
323.33700000000005	0.42	0.7	1
356.004	0.38	0.7	1
390.271	0.47	0.6	1
425.40470000000005	0.38	0.7	1
462.40510000000006	0.38	0.7	1
501.27220000000005	0.42	0.7	1
542.0060000000001	0.42	0.7	1
584.3398000000001	0.42	0.6	1
628.5403000000001	0.46	0.7	1
674.3408000000002	0.47	0.6	1
722.0080000000002	0.4	0.7	1
771.5419000000002	0.4	0.7	1
822.9425000000002	0.41	0.7	1
876.2098000000002	0.38	0.7	1
931.3438000000002	0.37	0.7	1
988.0778000000003	0.44	0.6	1
1046.6785000000002	0.37	0.7	1
1106.1459000000002	0.4	0.7	1
1167.2133000000001	0.46	0.6	1
1230.1474	0.41	0.7	1
