1.575	0.37	0.7	1
4.725	0.4	0.7	1
9.45	0.35	0.7	1
15.75	0.52	0.7	1
23.4	0.47	0.6	1
32.625	0.39	0.7	1
43.425	0.4	0.7	1
55.574999999999996	0.37	0.6	1
69.3	0.34	0.7	1
83.6	0.38	0.7	1
99.475	0.36	0.7	1
116.925	0.37	0.7	1
135.95	0.38	0.7	1
156.54999999999998	0.38	0.7	1
178.725	0.35	0.7	1
202.475	0.36	0.7	1
227.79999999999998	0.38	0.7	1
253.475	0.48	0.6	1
280.5	0.38	0.6	1
309.1	0.38	0.7	1
338.27500000000003	0.46	0.7	1
369.02500000000003	0.47	0.7	1
401.12500000000006	0.42	0.6	1
434.80000000000007	0.39	0.7	1
470.05000000000007	0.33	0.7	1
506.87500000000006	0.42	0.7	1
545.2750000000001	0.33	0.7	1
585.2500000000001	0.38	0.7	1
626.8000000000001	0.39	0.7	1
669.9250000000001	0.4	0.7	1
714.4000000000001	0.43	0.6	1
760.45	0.39	0.7	1
808.075	0.38	0.7	1
857.0500000000001	0.47	0.6	1
907.6	0.4	0.7	1
958.5	0.42	0.6	1
1010.975	0.44	0.7	1
1065.025	0.4	0.7	1
1120.65	0.36	0.7	1
